Name,Gene_ID,GenomeBuild,Chr,Accession
cg07581973,10549,36,X,NM_006406.1
cg07583137,,,,
cg07584959,10025,36,19,NM_005481.2
cg07586911,84691,36,7,NM_032599.1
cg07588113,79846,36,7,NM_024788.2
cg07588664,51535,36,12,NM_201438.1
cg07588779,572,36,11,NM_004322.2
cg07589355,5939,36,12,NM_002898.2
cg07590705,54927,36,7,NM_017812.1
cg07592353,2559,36,5,NM_000811.1
cg07594478,25820,36,15,NM_005744.2
cg07594933,84318,36,12,NM_032358.2
cg07595113,4603,36,8,XM_933454.1
cg07595943,161931,36,16,NM_139174.2
cg07596401,64077,36,10,NM_022126.2
cg07596494,3797,36,2,NM_002254.5
cg07597871,5906,36,1,NM_002884.2
cg07597976,930,36,16,NM_001770.3
cg07598199,51778,36,4,NM_016599.2
cg07599644,120196,36,11,NM_152314.1
cg07601320,55089,36,12,NM_018018.2
cg07602026,5720,36,14,NM_006263.2
cg07602200,5027,36,12,NM_002562.4
cg07603484,259307,36,19,NM_152899.1
cg07605143,2014,36,19,NM_001425.1
cg07607462,197131,36,15,NM_174916.1
cg07607921,23140,36,17,NM_015113.3
cg07608333,30835,36,19,NM_021155.2
cg07611177,91137,36,5,NM_138773.1
cg07611334,80023,36,20,NM_024958.1
cg07611925,9992,36,21,NM_172201.1
cg07612655,5740,36,20,NM_000961.3
cg07613153,122402,36,14,NM_153046.1
cg07613278,8539,36,11,NM_006595.2
cg07614786,26140,36,3,NM_015644.2
cg07617246,57722,36,15,NM_020962.1
cg07617560,9093,36,16,NM_005147.3
cg07618900,84821,36,12,NM_032735.1
cg07619076,55915,36,7,NM_018697.3
cg07621042,139804,36,X,NM_152425.1
cg07621046,143379,36,10,NM_144661.2
cg07621456,79825,36,3,NM_024768.1
cg07623294,1993,36,9,NM_004432.1
cg07625840,8492,36,4,NM_003619.2
cg07628086,163,36,17,NM_001282.2
cg07629017,2831,36,8,NM_005285.3
cg07633499,7353,36,22,NM_005659.4
cg07634191,286133,36,8,NM_173833.3
cg07634204,6944,36,1,NM_005997.1
cg07634706,6361,36,16,NM_002987.2
cg07636178,8352,36,6,NM_003531.2
cg07637239,338567,36,10,NM_181840.1
cg07638871,166968,36,5,NM_152622.2
cg07638935,81621,36,10,NM_030929.3
cg07638938,4255,36,10,NT_008818.15
cg07639198,1645,36,10,NM_001353.5
cg07639720,646,36,15,NM_001717.2
cg07639959,9156,36,1,NM_130398.2
cg07640473,6405,36,3,NM_004186.2
cg07640820,55750,36,7,NM_018238.2
cg07641524,253827,36,12,NM_198080.2
cg07642638,1114,36,20,NM_001819.1
cg07643942,90070,36,12,NM_033277.1
cg07644368,1036,36,5,NM_001801.2
cg07651242,107,36,7,NM_021116.1
cg07651857,6047,36,4,NM_002938.2
cg07651914,24146,36,7,NM_138429.1
cg07652213,2956,36,2,NM_000179.1
cg07652553,51538,36,1,NM_016505.2
cg07654843,84700,36,22,NM_032608.5
cg07654896,9104,36,X,NM_004683.4
cg07654934,56925,36,3,NM_020169.2
cg07655627,83594,36,5,NM_031438.2
cg07656304,4673,36,12,NM_004537.3
cg07656362,56063,36,1,NM_019118.2
cg07656391,84661,36,2,NM_032574.2
cg07657236,131096,36,3,NM_144633.2
cg07657776,89910,36,12,NM_183414.1
cg07658590,6573,36,21,NM_194255.1
cg07658718,8851,36,17,NM_003885.2
cg07660236,9753,36,6,NM_014724.2
cg07663789,4883,36,5,NM_000908.2
cg07664027,23521,36,19,NM_012423.2
cg07664183,54801,36,9,NM_017645.3
cg07664856,27255,36,3,NM_014461.2
cg07665060,64073,36,19,NM_033520.1
cg07666065,5445,36,7,NM_000305.2
cg07667595,79177,36,19,NM_024327.1
cg07668036,5710,36,1,NM_153822.1
cg07671208,11120,36,6,NM_078476.1
cg07671603,129790,36,7,NM_032625.1
cg07671949,2099,36,6,NM_000125.2
cg07671976,8784,36,1,NM_004195.2
cg07672479,1778,36,14,NM_001376.2
cg07673945,2618,36,21,NM_175085.1
cg07674153,7253,36,14,NM_000369.2
cg07675169,128414,36,20,NM_152864.2
cg07675682,6448,36,17,NM_000199.2
cg07676849,2352,36,11,NM_000804.2
cg07677850,136,36,17,NM_000676.2
cg07678643,113444,36,1,NM_138428.2
cg07679836,578,36,6,NM_001188.2
cg07681084,64327,36,7,NM_022458.2
cg07684150,55827,36,1,NM_018442.2
cg07684353,4643,36,15,NM_004998.2
cg07684796,22943,36,10,NM_012242.2
cg07684809,256710,36,12,NM_152779.1
cg07685034,54039,36,21,NM_020528.1
cg07685221,81890,36,19,NM_031209.1
cg07685786,6285,36,21,NM_006272.1
cg07685869,3801,36,16,NM_005550.2
cg07686479,4009,36,1,NM_001033507.1
cg07688234,5199,36,X,NM_002621.1
cg07688613,65123,36,1,NM_023015.3
cg07688933,54958,36,19,NM_017854.1
cg07689731,9672,36,1,NM_014654.2
cg07689821,1616,36,6,NM_001350.3
cg07690018,27132,36,16,NM_014427.3
cg07693270,116832,36,3,NM_052969.1
cg07694025,6423,36,4,NT_016354.18
cg07695590,10153,36,2,NM_005760.2
cg07696033,60529,36,11,NT_009237.17
cg07697078,5201,36,5,NM_002622.3
cg07697569,3014,36,11,NM_002105.2
cg07699362,2878,36,5,NM_002084.2
cg07699440,2184,36,15,NM_000137.1
cg07703337,162963,36,19,NM_173530.1
cg07703401,3049,36,16,NM_005331.3
cg07704144,9751,36,20,NM_014723.2
cg07705835,84818,36,3,NM_032732.2
cg07705908,25803,36,6,NM_012391.1
cg07706067,25979,36,17,NM_015510.3
cg07706362,7644,36,19,NM_003430.1
cg07707227,166979,36,5,NM_152623.1
cg07707498,388272,36,16,NM_001001436.1
cg07708788,6578,36,3,NM_005630.1
cg07710481,26050,36,13,NM_015567.1
cg07711097,2765,36,8,NM_002066.1
cg07711515,573,36,9,NM_004323.3
cg07713361,8542,36,22,NM_003661.2
cg07713493,5129,36,1,NM_002596.2
cg07714374,6925,36,18,NM_003199.1
cg07714534,220042,36,11,NM_145018.2
cg07715201,2668,36,5,NM_000514.2
cg07715387,6509,36,2,NM_003038.2
cg07715894,116028,36,16,NM_152308.1
cg07717632,54863,36,9,NM_017723.1
cg07719512,6556,36,2,NM_000578.2
cg07719737,63905,36,20,NM_022077.3
cg07728874,915,36,11,NM_000732.3
cg07730301,221,36,11,NM_000694.2
cg07730329,26025,36,5,NM_003735.2
cg07731916,3660,36,4,NM_002199.2
cg07732037,10198,36,12,NM_022782.2
cg07732644,443,36,17,NM_000049.2
cg07733031,54557,36,5,NM_019072.1
cg07736705,9883,36,7,NM_172020.1
cg07737781,51085,36,7,NM_032951.1
cg07739803,148867,36,1,NM_133496.3
cg07740640,168620,36,7,NM_177455.2
cg07740989,1915,36,6,NM_001402.4
cg07744166,10810,36,13,NM_006646.4
cg07745434,166012,36,3,NM_152889.1
cg07745725,5671,36,19,NM_021016.2
cg07746918,6721,36,22,NM_004599.2
cg07747299,84221,36,21,NM_032261.3
cg07747336,399967,36,11,NM_212555.1
cg07747970,3975,36,17,NM_005568.2
cg07748017,5830,36,12,NM_000319.3
cg07748540,80310,36,11,NM_025208.3
cg07749074,3273,36,3,NM_000412.2
cg07749808,51760,36,16,NM_016524.2
cg07750111,3006,36,6,NM_005319.3
cg07751669,,,,
cg07752420,1029,36,9,NT_008413.17
cg07753583,65999,36,7,NM_023942.1
cg07753644,5032,36,19,NM_002566.4
cg07755653,8676,36,6,NM_003764.2
cg07757386,5891,36,14,NM_014226.1
cg07758574,375341,36,3,NM_198562.1
cg07758904,57864,36,9,NM_033051.2
cg07759587,51311,36,X,NM_016610.2
cg07761912,163590,36,1,NM_145034.1
cg07763768,81571,36,9,NM_030814.4
cg07764959,8501,36,11,NM_003627.4
cg07766315,400451,36,15,NM_207446.1
cg07766612,7780,36,1,NM_001004434.1
cg07770222,286122,36,8,NM_173687.1
cg07772309,26012,36,9,NM_015537.3
cg07773116,2662,36,10,NM_004962.2
cg07773642,5713,36,16,NM_002811.3
cg07774025,51478,36,1,NM_016371.2
cg07774222,10001,36,14,NM_005466.2
cg07775501,126119,36,19,NM_138334.1
cg07775675,8877,36,17,NM_021972.2
cg07777378,2896,36,17,NM_002087.2
cg07778029,3205,36,7,NM_152739.2
cg07778080,4864,36,18,NM_000271.1
cg07780118,367,36,X,NT_011669.16
cg07780979,57491,36,5,NM_020731.2
cg07781401,,,,
cg07782113,3096,36,6,NM_002114.1
cg07785936,2863,36,2,NM_001508.1
cg07786760,54798,36,4,NM_199348.1
cg07788138,9732,36,7,NM_014705.2
cg07789083,55890,36,17,NM_022036.2
cg07789552,83931,36,1,NM_032017.1
cg07789904,10459,36,1,NM_006341.2
cg07790638,91431,36,4,NM_138698.2
cg07791997,51400,36,11,NM_016147.1
cg07792737,9284,36,16,NM_006985.1
cg07793163,,,,
cg07799434,79002,36,19,NM_024038.2
cg07799947,4862,36,2,NM_002518.3
cg07800320,10840,36,3,NM_012190.2
cg07803864,79861,36,10,NM_024803.1
cg07804122,7295,36,9,NM_003329.2
cg07804582,123970,36,16,NM_144602.2
cg07805833,9533,36,6,NM_203290.1
cg07806164,7325,36,3,NM_152653.1
cg07807709,317772,36,1,NM_175065.2
cg07807817,145483,36,14,NM_152445.1
cg07808960,10180,36,3,NM_005777.1
cg07810156,10158,36,1,NM_005764.3
cg07810967,3596,36,5,NM_002188.2
cg07811498,91689,36,22,NM_033318.3
cg07811750,23125,36,17,NM_015099.2
cg07815386,284996,36,2,NM_173647.2
cg07816074,54436,36,4,NM_018986.2
cg07816439,114898,36,5,NM_031908.3
cg07816442,10849,36,19,NM_012099.1
cg07817698,1723,36,16,NM_001361.3
cg07817783,1611,36,5,NM_004394.1
cg07818646,79621,36,13,NM_024570.1
cg07819926,154791,36,7,NM_197964.1
cg07820214,8607,36,3,NM_003707.1
cg07823492,3211,36,17,NM_002144.2
cg07823755,54658,36,2,NM_000463.2
cg07823935,10787,36,2,NM_013436.3
cg07824317,6103,36,X,NM_000328.2
cg07824742,1621,36,9,NM_000787.2
cg07826255,6442,36,17,NM_000023.1
cg07827038,78988,36,13,NM_024026.4
cg07829804,4973,36,12,NM_002543.2
cg07829809,23173,36,4,NM_015143.1
cg07830847,3744,36,1,NM_005549.2
cg07832674,132014,36,3,NM_144640.2
cg07833035,6228,36,5,NM_001025.4
cg07833382,59342,36,17,NM_021626.1
cg07836370,51228,36,12,NM_016433.3
cg07837085,57823,36,1,NM_021181.3
cg07837262,23516,36,8,NM_015359.1
cg07841014,5968,36,2,NM_006507.2
cg07842062,4210,36,16,NM_000243.1
cg07842593,22928,36,16,NM_012248.2
cg07843027,124491,36,16,NM_145254.1
cg07844021,8161,36,17,NM_004645.2
cg07844572,117246,36,17,NM_017647.2
cg07845390,343450,36,1,NM_198503.2
cg07845392,1468,36,17,NM_012140.3
cg07845566,27087,36,11,NM_018644.2
cg07846167,54751,36,1,NM_017556.2
cg07846220,284217,36,18,NM_005559.2
cg07847428,51257,36,19,NM_016496.4
cg07849904,4330,36,22,NM_002430.2
cg07850221,55851,36,19,NM_172341.1
cg07850604,84684,36,14,NM_032594.2
cg07851192,26251,36,18,NM_012283.1
cg07851243,439921,36,17,NM_198530.2
cg07851278,8780,36,18,NM_003831.2
cg07854244,51447,36,3,NM_001005909.1
cg07855056,84081,36,17,NM_032141.2
cg07855319,,,,
cg07857181,5429,36,6,NM_006502.1
cg07858745,2969,36,7,NM_032999.1
cg07861564,26353,36,12,NM_014365.2
cg07862358,4651,36,5,NM_012334.1
cg07864189,55191,36,11,NM_018161.4
cg07864297,2103,36,14,NM_004452.2
cg07864632,9320,36,2,NM_004238.1
cg07865790,121457,36,12,NM_201613.1
cg07867360,5522,36,4,NM_020416.2
cg07868688,23595,36,6,NM_012381.2
cg07871503,221002,36,10,NM_145313.1
cg07872652,254263,36,11,NM_182553.1
cg07873128,114879,36,11,NT_009237.17
cg07873488,140453,36,7,NM_001004430.1
cg07874155,1495,36,5,NM_001903.2
cg07874284,5634,36,X,NM_002765.2
cg07874520,284486,36,1,NM_182578.1
cg07876586,10857,36,X,NM_006667.2
cg07879727,7473,36,17,NM_030753.3
cg07879977,4992,36,16,NM_012360.1
cg07880061,27166,36,5,NM_013237.2
cg07880715,5925,36,13,NT_024524.13
cg07880854,129804,36,2,NM_153214.1
cg07881407,6358,36,17,NM_032962.2
cg07882535,29850,36,11,NM_014555.2
cg07882831,94015,36,17,NM_032646.5
cg07883333,50848,36,1,NM_016946.3
cg07884019,51617,36,5,NM_015980.3
cg07884474,64601,36,20,NM_022575.2
cg07886712,25807,36,22,NM_012265.1
cg07886914,,,,
cg07888040,342035,36,15,NM_181789.1
cg07888234,8792,36,18,NM_003839.2
cg07889201,79175,36,20,NM_024325.4
cg07890954,10002,36,15,NM_014249.2
cg07892051,10566,36,12,NM_006422.2
cg07894162,55000,36,22,NR_002323.1
cg07894717,1325,36,1,NM_001302.3
cg07895149,51063,36,10,NM_015916.3
cg07896225,9274,36,16,NM_004765.2
cg07897193,9655,36,2,NM_014011.4
cg07897414,56062,36,X,NM_057162.1
cg07897701,26,36,7,NM_001091.2
cg07897837,128061,36,1,NM_152379.2
cg07899016,56124,36,5,NM_018932.3
cg07899425,2936,36,8,NM_000637.2
cg07899551,,,,
cg07900766,79582,36,2,NM_001025436.1
cg07903860,64421,36,10,NM_022487.2
cg07903918,9568,36,9,NM_005458.5
cg07905963,1553,36,19,NM_000766.3
cg07906495,55632,36,14,NM_017769.2
cg07906724,8973,36,8,NM_004198.2
cg07908874,10844,36,10,NM_006659.1
cg07909265,3685,36,2,NM_002210.2
cg07909422,23408,36,6,NM_012241.2
cg07909527,10101,36,16,NM_012225.1
cg07911663,84187,36,X,NM_032227.1
cg07911673,399512,36,17,NM_201520.1
cg07912181,51144,36,11,NM_016142.1
cg07914866,11213,36,12,NM_007199.1
cg07914959,60468,36,6,NM_021813.1
cg07915282,283349,36,12,NM_178169.2
cg07915343,160287,36,11,NM_144972.3
cg07915516,,,,
cg07915542,3417,36,2,NM_005896.2
cg07917796,1730,36,X,NM_007309.1
cg07918509,3384,36,17,NM_000873.2
cg07919162,57794,36,19,NM_021164.2
cg07922606,8353,36,6,NM_003532.2
cg07924575,89781,36,22,NM_022081.4
cg07924819,22926,36,1,NM_007348.2
cg07925687,285282,36,3,NM_173825.2
cg07926025,9350,36,9,NM_005454.2
cg07927379,,,,
cg07927484,79685,36,5,NM_024632.3
cg07928641,3915,36,1,NM_002293.2
cg07928695,388552,36,19,NM_212550.1
cg07929310,9764,36,16,NM_014732.2
cg07930578,4058,36,15,NM_206961.1
cg07933176,78991,36,5,NM_024028.2
cg07933197,8425,36,19,NM_003573.1
cg07933199,151963,36,3,NM_178496.2
cg07934026,79963,36,4,NR_002451.1
cg07935151,57819,36,6,NM_021177.3
cg07935264,3553,36,2,NM_000576.2
cg07935568,2862,36,13,NM_001507.1
cg07936037,6745,36,6,NM_003144.2
cg07937272,64761,36,7,NM_022750.2
cg07940485,117247,36,6,NM_018593.3
cg07940804,139741,36,X,NM_138289.1
cg07942995,284312,36,19,NM_182572.2
cg07944287,5990,36,19,NM_134433.1
cg07944811,2645,36,7,NM_000162.2
cg07945480,2868,36,4,NM_182982.2
cg07947016,3817,36,19,NM_005551.3
cg07947930,5549,36,1,NM_002725.3
cg07948245,394,36,14,NM_001173.2
cg07948472,83890,36,5,NM_173360.2
cg07950803,909,36,1,NM_001763.1
cg07952391,55258,36,2,NM_018271.2
cg07952773,54936,36,1,NM_017825.1
cg07955356,1777,36,19,NM_001375.2
cg07955474,,,,
cg07955828,60625,36,20,NM_021931.2
cg07955887,23255,36,18,NM_015210.1
cg07955995,,,,
cg07957491,83549,36,9,NM_031432.1
cg07958192,166815,36,4,NM_145715.1
cg07959477,51267,36,12,NM_016511.2
cg07959896,79833,36,2,NM_024775.9
cg07960846,6794,36,19,NM_000455.4
cg07962043,54972,36,11,NM_017870.2
cg07962051,8658,36,8,NM_003747.1
cg07962315,54981,36,9,NM_017881.1
cg07964133,3184,36,4,NM_001003810.1
cg07964538,857,36,7,NM_001753.3
cg07964539,9477,36,6,NM_004275.3
cg07965714,7507,36,9,NM_000380.2
cg07965823,145501,36,14,NM_182509.2
cg07965839,54469,36,15,NM_019006.2
cg07967308,54,36,19,NM_001611.2
cg07967643,10817,36,6,NM_006653.3
cg07970007,2633,36,1,NM_002053.1
cg07971188,10866,36,6,NM_006674.2
cg07973246,57522,36,12,NM_020762.1
cg07973390,55602,36,4,NM_017632.1
cg07973395,641,36,15,NM_000057.1
cg07973461,574,36,21,NM_001187.1
cg07973967,974,36,17,NM_000626.1
cg07974125,84273,36,4,NM_032313.2
cg07974303,1671,36,8,NM_001926.2
cg07974891,9270,36,2,NM_022334.2
cg07975063,84450,36,2,NM_032434.2
cg07975813,8078,36,12,NM_003481.1
cg07977490,89927,36,16,NM_033201.1
cg07979357,9466,36,19,NM_004843.2
cg07979577,5525,36,1,NM_006243.2
cg07979752,8065,36,11,NM_003478.3
cg07980015,84899,36,13,NM_032813.1
cg07980518,220441,36,18,NM_173557.1
cg07980804,23335,36,18,NM_015285.2
cg07980988,4068,36,X,NM_002351.1
cg07981495,1081,36,6,NM_000735.2
cg07981588,7534,36,8,NM_003406.2
cg07981910,153090,36,9,NT_008470.18
cg07985359,115704,36,19,NM_145245.2
cg07986525,9603,36,7,NM_004289.5
cg07986773,10762,36,22,NM_153645.1
cg07989514,64207,36,14,NM_024496.2
cg07990489,129401,36,2,NM_138285.3
cg07990939,160418,36,12,NM_181783.1
cg07991621,6452,36,4,NM_003023.2
cg07992484,,,,
cg07992625,11016,36,12,NM_006856.1
cg07997737,4902,36,19,NM_004558.2
cg08001895,2045,36,6,NM_004440.2
cg08002996,8835,36,12,NM_003877.3
cg08003150,3785,36,20,NM_004518.2
cg08003742,2921,36,4,NM_002090.2
cg08005849,3082,36,7,NM_001010931.1
cg08007665,3784,36,11,NT_009237.17
cg08008233,162699,36,18,NM_145653.2
cg08008403,56956,36,1,NM_020204.2
cg08008562,55585,36,1,NM_017582.5
cg08009328,8343,36,6,NM_003522.3
cg08009622,1303,36,6,NM_080645.1
cg08009711,25966,36,21,NM_199050.1
cg08009831,201895,36,4,NM_174921.1
cg08009902,,,,
cg08011170,60528,36,17,NM_018127.4
cg08011328,705,36,6,NM_004053.3
cg08012287,89,36,11,NM_001104.1
cg08012454,3799,36,10,NM_004521.1
cg08013810,51230,36,20,NM_016436.3
cg08015253,55034,36,18,NM_017947.1
cg08015496,1314,36,1,NM_004371.2
cg08016363,8834,36,17,NM_003876.1
cg08016383,170691,36,15,NM_139057.1
cg08017606,153769,36,5,NM_152550.2
cg08020051,8733,36,8,NM_003801.2
cg08020381,3422,36,10,NM_004508.2
cg08020808,1215,36,14,NM_001836.2
cg08021299,9843,36,X,NM_014799.2
cg08022502,55898,36,15,NM_018671.2
cg08023692,51270,36,X,NM_016521.2
cg08023751,10461,36,2,NM_006343.2
cg08024766,9267,36,17,NM_004762.1
cg08025786,1198,36,15,NM_003992.1
cg08026144,5125,36,9,NM_006200.2
cg08027001,7782,36,15,NM_013309.4
cg08027745,6428,36,6,NM_003017.3
cg08028004,5903,36,2,NM_006267.3
cg08029608,51284,36,X,NM_016562.3
cg08030082,5443,36,2,NM_000939.1
cg08032971,127343,36,1,NM_147192.2
cg08034216,3416,36,10,NM_004969.1
cg08034397,55129,36,3,NM_018075.2
cg08035082,272,36,11,NM_000480.2
cg08035942,284273,36,18,NM_175907.3
cg08039281,5687,36,14,NM_002791.1
cg08040428,23362,36,8,NM_015310.2
cg08040471,79415,36,17,NM_001033046.1
cg08041019,6311,36,12,NM_002973.2
cg08044694,23476,36,19,NM_058243.1
cg08045570,2295,36,6,NM_001452.1
cg08045757,51564,36,12,NM_015401.1
cg08046471,6373,36,4,NM_005409.3
cg08047457,11186,36,3,NM_007182.4
cg08047907,57821,36,1,NM_021179.1
cg08048656,6605,36,17,NM_003079.4
cg08049198,10554,36,6,NM_032741.3
cg08052882,23530,36,5,NM_012343.2
cg08054038,5819,36,19,NM_002856.1
cg08056146,83595,36,8,NM_031439.2
cg08056903,10243,36,14,NM_020806.4
cg08057475,283651,36,15,NM_173609.2
cg08062469,10615,36,17,NM_006461.3
cg08063013,1351,36,11,NM_004074.2
cg08063724,4610,36,1,NM_005376.3
cg08064891,53635,36,19,NM_017432.2
cg08067268,3032,36,2,NM_000183.1
cg08067365,9636,36,1,NM_005101.1
cg08069899,894,36,12,NT_009759.15
cg08072716,118442,36,3,NM_080865.2
cg08074477,84951,36,17,NM_032865.3
cg08076508,23133,36,X,NM_015107.1
cg08077345,57664,36,19,NM_020904.1
cg08077673,4232,36,7,NM_177524.1
cg08079693,84181,36,20,NM_032221.3
cg08080029,26038,36,1,NM_015557.1
cg08081036,302,36,15,NM_001002857.1
cg08081407,378,36,3,NM_001660.2
cg08081725,54820,36,16,NM_017668.1
cg08082692,51363,36,10,NM_015892.2
cg08083689,8310,36,4,NM_003501.1
cg08084415,22847,36,19,NM_014910.2
cg08085165,79023,36,12,NM_024057.2
cg08085267,124989,36,17,NM_152347.3
cg08088390,245938,36,20,NM_153325.2
cg08088989,129025,36,22,NM_080740.3
cg08089301,3214,36,17,NM_024015.3
cg08090396,6787,36,3,NM_003157.1
cg08090640,3430,36,17,NM_005533.2
cg08090772,137872,36,8,NM_144650.1
cg08093211,1478,36,X,NM_001325.2
cg08093278,8498,36,19,NM_003624.1
cg08093398,9837,36,20,NM_021067.2
cg08095532,5685,36,15,NM_002789.3
cg08096010,6295,36,2,NM_000541.2
cg08096038,25957,36,6,NM_032870.1
cg08096946,84925,36,3,NM_032839.1
cg08097417,,,,
cg08097657,7869,36,3,NT_022517.17
cg08097755,7425,36,7,NM_003378.2
cg08097882,5457,36,13,NM_006237.2
cg08097973,4926,36,11,NM_006185.2
cg08099701,2558,36,15,NM_000810.2
cg08100497,9542,36,5,NM_004883.1
cg08101172,11168,36,9,NM_021144.2
cg08101264,10005,36,20,NM_183385.1
cg08102619,7073,36,10,NM_003252.2
cg08103676,10299,36,5,NM_005885.2
cg08104838,6389,36,5,NM_004168.1
cg08107272,1496,36,2,NM_004389.2
cg08107767,51373,36,7,NM_015969.2
cg08108311,65266,36,17,NM_032387.3
cg08108641,84628,36,9,NM_032536.1
cg08108953,164237,36,20,NM_172005.1
cg08109646,257101,36,1,NM_173574.1
cg08109815,4829,36,6,NM_002511.1
cg08110559,54793,36,8,NM_017634.2
cg08113203,10879,36,4,NM_006685.2
cg08113913,91409,36,2,NM_207310.1
cg08114852,,,,
cg08115510,51421,36,3,NM_016201.2
cg08116137,9027,36,2,NM_003960.2
cg08118311,27164,36,18,NM_171999.1
cg08120190,57002,36,7,NM_020192.1
cg08121954,6999,36,4,NM_005651.1
cg08122545,57801,36,1,NM_021170.2
cg08123074,65979,36,1,NM_023923.2
cg08124030,4071,36,3,NM_014220.2
cg08124399,55510,36,6,NM_018665.1
cg08124722,6354,36,17,NM_006273.2
cg08126211,353219,36,6,NM_181337.2
cg08128087,,,,
cg08128768,153090,36,9,NM_032552.1
cg08130265,81698,36,15,NM_030944.1
cg08132711,83888,36,4,NM_031950.2
cg08132767,400,36,12,NM_001177.3
cg08132931,119,36,2,NM_017482.1
cg08136806,286887,36,12,NM_173086.2
cg08136893,136647,36,7,NM_138701.1
cg08137040,168850,36,7,NM_176814.3
cg08137716,284076,36,17,NM_173623.1
cg08139833,4728,36,11,NM_002496.1
cg08141463,51365,36,3,NM_015900.1
cg08141806,23014,36,12,NM_033624.2
cg08141873,3265,36,11,NM_176795.2
cg08141989,432,36,17,NM_001671.2
cg08142684,6950,36,6,NM_030752.2
cg08145177,79575,36,19,NM_024527.3
cg08145590,89876,36,3,NM_033364.2
cg08145625,133022,36,4,NM_152402.1
cg08146221,5763,36,12,NM_002824.4
cg08147886,2181,36,2,NM_004457.3
cg08149333,29957,36,1,NM_013386.2
cg08151281,25874,36,1,NM_015415.1
cg08151470,10277,36,1,NM_006048.2
cg08156349,4209,36,1,NM_005920.2
cg08157292,5510,36,2,NM_002712.1
cg08157579,253190,36,22,NM_014509.3
cg08157638,81839,36,1,NM_138959.1
cg08158289,9812,36,5,NM_014773.2
cg08158331,284948,36,2,NM_198482.1
cg08158570,84858,36,10,NM_032772.3
cg08158860,5890,36,14,NM_002877.4
cg08159444,114824,36,X,NM_052926.1
cg08162572,1434,36,20,NM_001316.2
cg08162780,9518,36,19,NM_004864.1
cg08163803,221154,36,13,NM_152726.1
cg08163918,,,,
cg08164233,,,,
cg08164315,5734,36,5,NM_000958.2
cg08164900,118987,36,10,NM_173791.2
cg08166982,7812,36,1,NM_007158.4
cg08169325,2054,36,12,NM_194356.1
cg08170622,595,36,11,NM_053056.1
cg08172935,51321,36,17,NM_016627.4
cg08173535,2649,36,9,NM_033334.2
cg08173709,,,,
cg08174003,162966,36,19,NM_198457.1
cg08176609,55624,36,1,NM_017739.1
cg08176694,57605,36,12,NM_020845.1
cg08177017,55719,36,10,NM_018121.2
cg08177445,89885,36,X,NM_033085.2
cg08179530,1026,36,6,NT_007592.14
cg08179907,54734,36,11,NM_017516.1
cg08182454,,,,
cg08183114,5089,36,6,NM_002586.3
cg08185241,50486,36,1,NM_015714.2
cg08185661,143425,36,11,NM_175733.2
cg08186124,54585,36,3,NM_020347.2
cg08186362,11255,36,20,NM_007232.1
cg08190044,57198,36,1,NM_001005855.1
cg08190291,11096,36,21,NM_007038.2
cg08191854,7226,36,21,NM_001001188.3
cg08191915,116337,36,11,NM_052959.2
cg08195505,2119,36,3,NM_004454.1
cg08197122,79075,36,8,NM_024094.1
cg08197201,23085,36,12,NM_178037.1
cg08198102,9200,36,10,NM_014241.2
cg08198370,64960,36,1,NM_031280.2
cg08198480,285696,36,5,NM_173669.1
cg08201421,7125,36,20,NM_003279.2
cg08203715,6484,36,11,NM_006278.1
cg08205655,11274,36,22,NM_017414.2
cg08205865,55811,36,1,NM_018417.2
cg08207256,1785,36,19,NM_004945.2
cg08209133,201780,36,4,NM_152679.2
cg08209724,7756,36,17,NM_001032293.1
cg08210616,91392,36,3,NM_033210.3
cg08211091,339983,36,4,NM_178557.2
cg08211967,11214,36,15,NM_006738.4
cg08212685,83734,36,5,NM_031482.3
cg08214029,6362,36,17,NM_002988.2
cg08214328,56474,36,X,NM_019857.3
cg08214957,1038,36,X,NM_004065.2
cg08216720,1317,36,9,NM_001859.2
cg08216792,3981,36,13,NM_002312.3
cg08216808,10109,36,2,NM_005731.2
cg08220793,80746,36,3,NM_025265.2
cg08221207,9638,36,11,NM_022549.2
cg08222185,104,36,21,NM_001112.2
cg08222514,26054,36,6,NM_015571.1
cg08222662,56829,36,7,NM_024625.3
cg08223235,596,36,18,NT_025028.13
cg08223748,4208,36,5,NM_002397.2
cg08228917,10186,36,13,NM_005780.1
cg08229627,4867,36,2,NM_000272.2
cg08229694,10989,36,2,NM_006839.1
cg08233088,51187,36,15,NM_016304.2
cg08233173,8992,36,5,NM_003945.3
cg08234504,,,,
cg08235271,23266,36,1,NM_012302.2
cg08241785,2151,36,5,NM_004101.2
cg08242020,10313,36,11,NM_201429.1
cg08242323,5433,36,2,NM_004805.2
